,id,Фамилия1,Имя1,Очество1,Фамилия2,Имя2,Очество2,,,,,,,
209,962759,Крекшин,Марат,Русланович,Солодуева,Татьяна,Васильевна,,,,Крекшин,Марат,Русланович,КрекшинМаратРусланович
78,962837,Озерина,Анжелика,Ринатовна,Лилеева,Ксения,Ильдаровна,,,,Озерина,Анжелика,Ринатовна,ОзеринаАнжеликаРинатовна
604,963441,Битулин,Роберт,Георгиевич,Давлетшин,Данил,Александрович,,,,Битулин,Роберт,Георгиевич,БитулинРобертГеоргиевич
138,963579,Петрушенко,Елизавета,Дамировна,Ратова,Мария,Федоровна,,,,Петрушенко,Елизавета,Дамировна,ПетрушенкоЕлизаветаДамировна
385,963964,Медведкина,Раиса,Федоровна,Водкина,Галина,Владимировна,,,,Медведкина,Раиса,Федоровна,МедведкинаРаисаФедоровна
529,964493,Тюфякина,Яна,Степановна,Ладыжинская,Эльмира,Владиславовна,,,,Тюфякина,Яна,Степановна,ТюфякинаЯнаСтепановна
42,964535,Буняковский,Семен,Геннадьевич,Кофанова,Римма,Яковлевна,,,,Буняковский,Семен,Геннадьевич,БуняковскийСеменГеннадьевич
14,964549,Корнеевец,Маргарита,Евгеньевна,Золотухина,Маргарита,Степановна,,,,Корнеевец,Маргарита,Евгеньевна,КорнеевецМаргаритаЕвгеньевна
72,964621,Возиян,Максим,Александрович,Белюк,Антон,Альбертович,,,,Возиян,Максим,Александрович,ВозиянМаксимАлександрович
208,964829,Вениаминова,Алла,Ярославовна,Величковский,Степан,Павлович,,,,Вениаминова,Алла,Ярославовна,ВениаминоваАллаЯрославовна
2,964831,Аксюто,Александр,Филиппович,Казаров,Яков,Радикович,,,,Аксюто,Александр,Филиппович,АксютоАлександрФилиппович
58,964889,Петрюня,Ангелина,Станиславовна,Яшнева,Алина,Станиславовна,,,,Петрюня,Ангелина,Станиславовна,ПетрюняАнгелинаСтаниславовна
45,964934,Михальская,Анжелика,Николаевна,Тяпина,Лилия,Вадимовна,,,,Михальская,Анжелика,Николаевна,МихальскаяАнжеликаНиколаевна
386,965320,Несчастливцев,Анатолий,Федорович,Зуброва,Александра,Романовна,,,,Несчастливцев,Анатолий,Федорович,НесчастливцевАнатолийФедорович
58,965378,Галимзянов,Егор,Артемович,Мельцер,Евгения,Эдуардовна,,,,Галимзянов,Егор,Артемович,ГалимзяновЕгорАртемович
890,966268,Фалдзинская,Наталья,Семеновна,Лушенкова,Алиса,Ивановна,,,,Фалдзинская,Наталья,Семеновна,ФалдзинскаяНатальяСеменовна
504,966772,Карягин,Сергей,Станиславович,Филипков,Аркадий,Кириллович,,,,Карягин,Сергей,Станиславович,КарягинСергейСтаниславович
77,966849,Оконничникова,Эльвира,Дамировна,Боглай,Герман,Альбертович,,,,Оконничникова,Эльвира,Дамировна,ОконничниковаЭльвираДамировна
47,966896,Агаджанова,Кира,Робертовна,Бугайская,Алла,Яновна,,,,Агаджанова,Кира,Робертовна,АгаджановаКираРобертовна
74,966970,Пивоварчик,Любовь,Радиковна,Нартова,Людмила,Борисовна,,,,Пивоварчик,Любовь,Радиковна,ПивоварчикЛюбовьРадиковна
121,967091,Фомагин,Ефим,Ильдарович,Ярославская,Карина,Тимуровна,,,,Фомагин,Ефим,Ильдарович,ФомагинЕфимИльдарович
